TradingSymbol,Name,InstrumentType,TimeStamp,Open,High,Low,Close,Volume
"DABUR24MAY560CE,DABUR,CE,06/May/2024 12:39,  3.30 ,  3.40 ,  3.30 ,  3.40 ,""  3,750.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 12:40,  3.40 ,  3.40 ,  3.35 ,  3.35 ,""  7,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 12:41,  3.35 ,  3.35 ,  3.30 ,  3.30 ,""  2,500.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:42,  3.30 ,  3.30 ,  3.30 ,  3.30 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:43,  3.30 ,  3.30 ,  3.30 ,  3.30 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:44,  3.30 ,  3.30 ,  3.30 ,  3.30 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:45,  3.30 ,  3.30 ,  3.30 ,  3.30 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 12:46,  3.30 ,  3.30 ,  3.20 ,  3.20 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 12:47,  3.20 ,  3.20 ,  3.20 ,  3.20 ,""  10,000.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 12:48,  3.20 ,  3.25 ,  3.20 ,  3.20 ,""  12,500.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:49,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:50,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 12:51,  3.20 ,  3.20 ,  3.20 ,  3.20 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:52,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:53,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:54,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:55,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:56,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:57,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:58,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 12:59,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:00,  3.20 ,  3.20 ,  3.20 ,  3.20 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:01,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:02,  3.25 ,  3.30 ,  3.25 ,  3.30 ,""  5,000.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:03,  3.30 ,  3.30 ,  3.30 ,  3.30 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:04,  3.30 ,  3.30 ,  3.30 ,  3.30 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:05,  3.30 ,  3.30 ,  3.30 ,  3.30 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:06,  3.30 ,  3.30 ,  3.30 ,  3.30 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:07,  3.30 ,  3.30 ,  3.25 ,  3.25 ,""  2,500.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:08,  3.25 ,  3.25 ,  3.25 ,  3.25 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:09,  3.25 ,  3.25 ,  3.25 ,  3.25 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:10,  3.25 ,  3.25 ,  3.25 ,  3.25 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:11,  3.25 ,  3.25 ,  3.25 ,  3.25 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:12,  3.25 ,  3.25 ,  3.25 ,  3.25 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:13,  3.25 ,  3.25 ,  3.25 ,  3.25 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:14,  3.25 ,  3.25 ,  3.20 ,  3.20 ,""  2,500.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:15,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:16,  3.20 ,  3.20 ,  3.20 ,  3.20 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:17,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:18,  3.20 ,  3.25 ,  3.20 ,  3.25 ,""  2,500.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:19,  3.25 ,  3.25 ,  3.25 ,  3.25 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:20,  3.25 ,  3.25 ,  3.25 ,  3.25 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:21,  3.25 ,  3.25 ,  3.20 ,  3.20 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:22,  3.20 ,  3.20 ,  3.20 ,  3.20 ,""  2,500.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:23,  3.20 ,  3.20 ,  3.20 ,  3.20 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:24,  3.20 ,  3.25 ,  3.20 ,  3.25 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:25,  3.25 ,  3.25 ,  3.25 ,  3.25 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:26,  3.25 ,  3.25 ,  3.25 ,  3.25 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:27,  3.25 ,  3.40 ,  3.25 ,  3.40 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:28,  3.40 ,  3.50 ,  3.40 ,  3.50 ,""  7,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:29,  3.50 ,  3.50 ,  3.40 ,  3.50 ,""  8,750.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:30,  3.50 ,  3.50 ,  3.50 ,  3.50 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:31,  3.40 ,  3.40 ,  3.40 ,  3.40 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:32,  3.40 ,  3.40 ,  3.40 ,  3.40 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:33,  3.40 ,  3.50 ,  3.40 ,  3.50 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:34,  3.50 ,  3.50 ,  3.50 ,  3.50 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:35,  3.50 ,  3.65 ,  3.50 ,  3.65 ,""  7,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:36,  3.65 ,  3.70 ,  3.65 ,  3.70 ,""  8,750.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:37,  3.70 ,  3.70 ,  3.65 ,  3.65 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:38,  3.65 ,  3.65 ,  3.65 ,  3.65 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:39,  3.65 ,  3.70 ,  3.65 ,  3.70 ,""  2,500.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:40,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:41,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:42,  3.70 ,  3.70 ,  3.70 ,  3.70 ,""  5,000.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:43,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:44,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:45,  3.70 ,  3.75 ,  3.70 ,  3.75 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:46,  3.75 ,  3.75 ,  3.75 ,  3.75 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:47,  3.75 ,  3.75 ,  3.70 ,  3.70 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:48,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:49,  3.70 ,  3.70 ,  3.60 ,  3.60 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:50,  3.60 ,  3.60 ,  3.60 ,  3.60 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:51,  3.60 ,  3.70 ,  3.60 ,  3.70 ,""  7,500.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:52,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:53,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:54,  3.70 ,  3.70 ,  3.65 ,  3.65 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:55,  3.65 ,  3.65 ,  3.65 ,  3.65 ,""  2,500.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:56,  3.65 ,  3.65 ,  3.65 ,  3.65 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 13:57,  3.65 ,  3.65 ,  3.65 ,  3.65 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:58,  3.65 ,  3.65 ,  3.65 ,  3.65 ,""  3,750.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 13:59,  3.65 ,  3.70 ,  3.65 ,  3.70 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:00,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:01,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:02,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:03,  3.70 ,  3.70 ,  3.60 ,  3.60 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:04,  3.60 ,  3.65 ,  3.60 ,  3.65 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:05,  3.65 ,  3.65 ,  3.65 ,  3.65 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:06,  3.65 ,  3.65 ,  3.50 ,  3.50 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:07,  3.50 ,  3.55 ,  3.50 ,  3.55 ,""  3,750.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:08,  3.55 ,  3.55 ,  3.55 ,  3.55 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:09,  3.55 ,  3.55 ,  3.55 ,  3.55 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:10,  3.55 ,  3.55 ,  3.55 ,  3.55 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:11,  3.55 ,  3.55 ,  3.55 ,  3.55 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:12,  3.55 ,  3.55 ,  3.55 ,  3.55 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:13,  3.55 ,  3.55 ,  3.55 ,  3.55 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:14,  3.55 ,  3.55 ,  3.55 ,  3.55 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:15,  3.55 ,  3.55 ,  3.55 ,  3.55 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:16,  3.55 ,  3.55 ,  3.50 ,  3.50 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:17,  3.50 ,  3.50 ,  3.50 ,  3.50 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:18,  3.50 ,  3.50 ,  3.50 ,  3.50 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:19,  3.50 ,  3.50 ,  3.50 ,  3.50 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:20,  3.50 ,  3.50 ,  3.50 ,  3.50 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:21,  3.50 ,  3.50 ,  3.50 ,  3.50 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:22,  3.50 ,  3.55 ,  3.50 ,  3.55 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:23,  3.55 ,  3.55 ,  3.50 ,  3.50 ,""  2,500.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:24,  3.50 ,  3.50 ,  3.50 ,  3.50 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:25,  3.50 ,  3.50 ,  3.40 ,  3.40 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:26,  3.40 ,  3.45 ,  3.40 ,  3.45 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:27,  3.45 ,  3.45 ,  3.45 ,  3.45 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:28,  3.45 ,  3.45 ,  3.45 ,  3.45 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:29,  3.45 ,  3.45 ,  3.45 ,  3.45 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:30,  3.45 ,  3.45 ,  3.45 ,  3.45 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:31,  3.45 ,  3.45 ,  3.45 ,  3.45 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:32,  3.45 ,  3.60 ,  3.45 ,  3.60 ,""  8,750.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:33,  3.60 ,  3.60 ,  3.60 ,  3.60 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:34,  3.60 ,  3.60 ,  3.60 ,  3.60 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:35,  3.60 ,  3.60 ,  3.60 ,  3.60 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:36,  3.60 ,  3.60 ,  3.60 ,  3.60 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:37,  3.60 ,  3.60 ,  3.60 ,  3.60 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:38,  3.60 ,  3.60 ,  3.50 ,  3.50 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:39,  3.50 ,  3.50 ,  3.50 ,  3.50 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:40,  3.50 ,  3.50 ,  3.50 ,  3.50 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:41,  3.50 ,  3.50 ,  3.50 ,  3.50 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:42,  3.50 ,  3.50 ,  3.50 ,  3.50 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:43,  3.60 ,  3.60 ,  3.60 ,  3.60 ,""  3,750.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:44,  3.60 ,  3.60 ,  3.60 ,  3.60 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:45,  3.60 ,  3.70 ,  3.60 ,  3.65 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:46,  3.65 ,  3.70 ,  3.65 ,  3.70 ,""  7,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:47,  3.70 ,  3.70 ,  3.70 ,  3.70 ,""  2,500.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:48,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:49,  3.70 ,  3.70 ,  3.70 ,  3.70 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:50,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:51,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:52,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:53,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:54,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:55,  3.70 ,  3.70 ,  3.70 ,  3.70 ,""  2,500.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:56,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:57,  3.70 ,  3.70 ,  3.70 ,  3.70 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 14:58,  3.70 ,  3.70 ,  3.60 ,  3.60 ,""  1,250.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 14:59,  3.60 ,  3.60 ,  3.60 ,  3.60 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:00,  3.60 ,  3.65 ,  3.55 ,  3.55 ,""  5,000.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 15:01,  3.55 ,  3.55 ,  3.55 ,  3.55 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:02,  3.55 ,  3.70 ,  3.55 ,  3.70 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:03,  3.75 ,  3.80 ,  3.75 ,  3.80 ,""  2,500.00 """
DABUR24MAY560CE,DABUR,CE,06/May/2024 15:04,  3.80 ,  3.80 ,  3.80 ,  3.80 ,  -   
DABUR24MAY560CE,DABUR,CE,06/May/2024 15:05,  3.80 ,  3.80 ,  3.80 ,  3.80 ,  -   
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:06,  3.80 ,  3.80 ,  3.60 ,  3.65 ,""  3,750.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:07,  3.65 ,  3.75 ,  3.65 ,  3.75 ,""  5,000.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:08,  3.75 ,  3.85 ,  3.70 ,  3.75 ,""  38,750.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:09,  3.75 ,  3.75 ,  3.70 ,  3.70 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:10,  3.70 ,  3.80 ,  3.70 ,  3.70 ,""  5,000.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:11,  3.70 ,  3.75 ,  3.70 ,  3.75 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:12,  3.75 ,  3.85 ,  3.75 ,  3.85 ,""  21,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:13,  3.85 ,  3.90 ,  3.80 ,  3.80 ,""  10,000.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:14,  3.80 ,  3.80 ,  3.80 ,  3.80 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:15,  3.80 ,  3.80 ,  3.75 ,  3.75 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:16,  3.75 ,  3.75 ,  3.75 ,  3.75 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:17,  3.75 ,  3.75 ,  3.70 ,  3.75 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:18,  3.75 ,  3.75 ,  3.65 ,  3.75 ,""  5,000.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:19,  3.75 ,  3.75 ,  3.65 ,  3.65 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:20,  3.65 ,  3.65 ,  3.65 ,  3.65 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:21,  3.65 ,  3.70 ,  3.65 ,  3.70 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:22,  3.70 ,  3.70 ,  3.65 ,  3.65 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:23,  3.75 ,  3.75 ,  3.75 ,  3.75 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:24,  3.80 ,  3.80 ,  3.80 ,  3.80 ,""  1,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:25,  3.80 ,  3.80 ,  3.80 ,  3.80 ,""  10,000.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:26,  3.80 ,  3.80 ,  3.75 ,  3.80 ,""  6,250.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:27,  3.80 ,  3.85 ,  3.80 ,  3.85 ,""  2,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:28,  3.85 ,  3.85 ,  3.75 ,  3.80 ,""  7,500.00 """
"DABUR24MAY560CE,DABUR,CE,06/May/2024 15:29,  3.80 ,  3.80 ,  3.70 ,  3.80 ,""  12,500.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:15,  4.70 ,  6.00 ,  4.10 ,  4.80 ,""  68,750.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:16,  4.80 ,  5.75 ,  4.55 ,  5.60 ,""  87,500.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:17,  5.65 ,  7.90 ,  5.45 ,  7.90 ,""  203,750.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:18,  7.90 ,  9.50 ,  7.75 ,  9.50 ,""  232,500.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:19,  8.90 ,  9.50 ,  8.00 ,  8.20 ,""  192,500.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:20,  8.20 ,  9.05 ,  8.20 ,  8.35 ,""  131,250.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:21,  8.45 ,  10.90 ,  8.40 ,  10.80 ,""  267,500.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:22,  10.60 ,  10.95 ,  9.20 ,  10.70 ,""  95,000.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:23,  10.70 ,  11.55 ,  10.70 ,  11.20 ,""  263,750.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:24,  11.00 ,  11.85 ,  10.45 ,  11.85 ,""  187,500.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:25,  11.45 ,  11.80 ,  10.95 ,  11.45 ,""  241,250.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:26,  11.45 ,  14.35 ,  11.25 ,  14.20 ,""  278,750.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:27,  14.10 ,  14.25 ,  12.35 ,  12.90 ,""  370,000.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:28,  12.75 ,  13.50 ,  12.00 ,  12.00 ,""  291,250.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:29,  12.00 ,  13.25 ,  12.00 ,  12.95 ,""  90,000.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:30,  12.95 ,  13.80 ,  12.95 ,  13.65 ,""  158,750.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:31,  13.70 ,  13.80 ,  13.30 ,  13.30 ,""  151,250.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:32,  13.30 ,  13.30 ,  12.50 ,  12.50 ,""  133,750.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:33,  12.50 ,  12.50 ,  11.15 ,  11.35 ,""  201,250.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:34,  11.50 ,  12.60 ,  11.25 ,  12.45 ,""  97,500.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:35,  12.70 ,  13.40 ,  12.35 ,  13.30 ,""  103,750.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:36,  13.30 ,  13.60 ,  13.10 ,  13.25 ,""  100,000.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:37,  13.25 ,  13.90 ,  12.95 ,  13.90 ,""  256,250.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:38,  14.10 ,  15.05 ,  14.10 ,  15.00 ,""  357,500.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:39,  15.00 ,  15.50 ,  14.55 ,  14.80 ,""  271,250.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:40,  14.80 ,  15.05 ,  12.75 ,  13.20 ,""  215,000.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:41,  13.15 ,  13.95 ,  13.00 ,  13.95 ,""  91,250.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:42,  13.85 ,  14.00 ,  13.55 ,  13.75 ,""  47,500.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:43,  13.75 ,  14.90 ,  13.75 ,  14.50 ,""  61,250.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:44,  14.50 ,  14.50 ,  13.45 ,  13.65 ,""  66,250.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:45,  13.65 ,  15.00 ,  13.55 ,  15.00 ,""  108,750.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:46,  15.00 ,  15.10 ,  13.80 ,  13.85 ,""  103,750.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:47,  13.85 ,  14.10 ,  13.55 ,  13.95 ,""  43,750.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:48,  13.95 ,  13.95 ,  13.20 ,  13.40 ,""  76,250.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:49,  13.40 ,  13.55 ,  12.65 ,  12.70 ,""  71,250.00 """
"DABUR24MAY560CE,DABUR,CE,07/May/2024 09:50,  12.70 ,  13.25 ,  12.55 ,  13.20 ,""  60,000.00 """
